# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "GFF" "-p" "-t" "gene" "-g" "ID" "-a" "/media/BioNAS/ag_hallab/DATR/material/reference.gff" "-o" "../results/control/9929263/counts.txt" "../results/control/9929263/alignment_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../results/control/9929263/alignment_sorted.bam
YNL332W	chrXIV	14832	15854	+	1023	59
YNL331C	chrXIV	15898	17752	-	1855	583
YNL330C	chrXIV	17668	19367	-	1700	3478
YNL329C	chrXIV	19485	22651	-	3167	1831
YNL328C	chrXIV	20797	23360	-	2564	402
YNL327W	chrXIV	24011	27291	+	3281	32904
YNL326C	chrXIV	27165	28417	-	1253	980
YNL325C	chrXIV	28676	31405	-	2730	1240
YNL324W	chrXIV	31050	31445	+	396	5
YNL323W	chrXIV	31866	33379	+	1514	2012
YNL322C	chrXIV	32716	34288	-	1573	5050
YNL321W	chrXIV	34677	37552	+	2876	3346
YNL320W	chrXIV	37546	38742	+	1197	1143
YNL319W	chrXIV	38642	39082	+	441	0
YNL318C	chrXIV	38707	40329	-	1623	18
YNL317W	chrXIV	40589	42564	+	1976	1676
YNL316C	chrXIV	41983	43131	-	1149	492
YNL315C	chrXIV	43217	44682	-	1466	2704
YNL314W	chrXIV	44391	45372	+	982	374
YNL313C	chrXIV	45221	48058	-	2838	7893
YNL312W	chrXIV	48248	49410	+	1163	2912
YNL311C	chrXIV	49321	51711	-	2391	1472
YNL310C	chrXIV	51711	52484	-	774	1002
YNL309W	chrXIV	52597	54282	+	1686	706
YNL308C	chrXIV	53962	55950	-	1989	3685
YNL307C	chrXIV	56057	57749	-	1693	9185
YNL306W	chrXIV	57947	58919	+	973	2165
YNL305C	chrXIV	58811	60003	-	1193	1418
YNL304W	chrXIV	60235	61749	+	1515	754
YNL303W	chrXIV	61510	61857	+	348	0
YNL302C	chrXIV	61747	63164	-	1418	30584
YNL301C	chrXIV	63405	64911	-	1507	11976
YNL300W	chrXIV	65031	66308	+	1278	1653
YNL299W	chrXIV	66416	68513	+	2098	1876
YNL298W	chrXIV	68726	71549	+	2824	2685
YNL297C	chrXIV	71673	76583	-	4911	8291
YNL296W	chrXIV	76273	76587	+	315	0
YNL295W	chrXIV	76788	78711	+	1924	1039
YNL294C	chrXIV	77941	80450	-	2510	1980
YNL293W	chrXIV	80576	82638	+	2063	1376
YNL292W	chrXIV	82718	84302	+	1585	2865
YNL291C	chrXIV	84005	86049	-	2045	3173
YNL290W	chrXIV	86155	87485	+	1331	2972
YNL289W	chrXIV	87720	88872	+	1153	2521
YNL288W	chrXIV	90158	91615	+	1458	2591
YNL287W	chrXIV	91793	95045	+	3253	24425
YNL286W	chrXIV	95029	96168	+	1140	644
YNL285W	chrXIV	96173	96544	+	372	16
YNL284C	chrXIV	103134	104102	-	969	2186
YNL283C	chrXIV	105066	108136	-	3071	3161
YNL282W	chrXIV	107648	108341	+	694	0
YNL281W	chrXIV	107695	109088	+	1394	1378
YNL280C	chrXIV	108685	110629	-	1945	5259
YNL279W	chrXIV	110917	112902	+	1986	1316
YNL278W	chrXIV	113116	116652	+	3537	2392
YNL277W-A	chrXIV	116650	117185	+	536	37
YNL277W	chrXIV	117186	120582	+	3397	0
YNL276C	chrXIV	117063	118908	-	1846	0
YNL275W	chrXIV	119014	121087	+	2074	228
YNL274C	chrXIV	120953	122270	-	1318	530
YNL273W	chrXIV	122883	126599	+	3717	3648
YNL272C	chrXIV	126575	129180	-	2606	3534
YNL271C	chrXIV	129522	135383	-	5862	10806
YNL270C	chrXIV	135841	137843	-	2003	135
YNL269W	chrXIV	137699	138094	+	396	5
YNL268W	chrXIV	138484	140663	+	2180	10470
YNL267W	chrXIV	140741	144209	+	3469	5796
YNL266W	chrXIV	144245	144664	+	420	0
YNL265C	chrXIV	143997	145312	-	1316	351
YNL264C	chrXIV	145211	146644	-	1434	3029
YNL263C	chrXIV	146670	147986	-	1317	4243
YNL262W	chrXIV	148212	154880	+	6669	10753
YNL261W	chrXIV	155054	157203	+	2150	2084
YNL260C	chrXIV	156859	157347	-	489	93
YNL259C	chrXIV	157557	159089	-	1533	452
YNL258C	chrXIV	158001	160400	-	2400	1645
YNL257C	chrXIV	160631	164320	-	3690	3478
YNL256W	chrXIV	164538	167163	+	2626	6988
YNL255C	chrXIV	167081	169242	-	2162	14682
YNL254C	chrXIV	167816	169296	-	1481	9
YNL253W	chrXIV	169947	171458	+	1512	1289
YNL252C	chrXIV	171276	172367	-	1092	1689
YNL251C	chrXIV	172315	174600	-	2286	5463
YNL250W	chrXIV	175410	179348	+	3939	1773
YNL249C	chrXIV	178841	181150	-	2310	1045
YNL248C	chrXIV	181072	182681	-	1610	10480
YNL247W	chrXIV	182842	185383	+	2542	17306
YNL246W	chrXIV	185453	187128	+	1676	0
YNL245C	chrXIV	185280	186905	-	1626	0
YNL244C	chrXIV	187021	187765	-	745	8553
YNL243W	chrXIV	187984	191037	+	3054	12403
YNL242W	chrXIV	191324	196102	+	4779	2726
YNL241C	chrXIV	196181	198370	-	2190	9855
YNL240C	chrXIV	198396	200293	-	1898	2752
YNL239W	chrXIV	200190	202209	+	2020	6549
YNL238W	chrXIV	202114	204995	+	2882	8651
YNL237W	chrXIV	205133	206764	+	1632	828
YNL236W	chrXIV	206881	209945	+	3065	3640
YNL235C	chrXIV	209548	209979	-	432	0
YNL234W	chrXIV	210200	211644	+	1445	1475
YNL233W	chrXIV	211737	214694	+	2958	2332
YNL232W	chrXIV	213729	215976	+	2248	2482
YNL231C	chrXIV	215779	217239	-	1461	5396
YNL230C	chrXIV	217144	218725	-	1582	620
YNL229C	chrXIV	218992	220417	-	1426	2450
YNL228W	chrXIV	220037	221606	+	1570	5
YNL227C	chrXIV	220580	222519	-	1940	251
YNL226W	chrXIV	222094	222688	+	595	0
YNL225C	chrXIV	222615	224519	-	1905	1112
YNL224C	chrXIV	224621	227335	-	2715	2020
YNL223W	chrXIV	227363	229397	+	2035	788
YNL222W	chrXIV	229008	229944	+	937	558
YNL221C	chrXIV	230929	233753	-	2825	6010
YNL220W	chrXIV	234278	235925	+	1648	9257
YNL219C	chrXIV	235829	237844	-	2016	8149
YNL218W	chrXIV	238032	240449	+	2418	949
YNL217W	chrXIV	239513	241450	+	1938	2652
YNL216W	chrXIV	241569	244315	+	2747	6413
YNL215W	chrXIV	244374	245830	+	1457	321
YNL214W	chrXIV	245384	246475	+	1092	290
YNL213C	chrXIV	246275	247196	-	922	907
YNL212W	chrXIV	247369	249969	+	2601	4907
YNL211C	chrXIV	249877	251733	-	1857	296
YNL210W	chrXIV	250931	251743	+	813	0
YNL209W	chrXIV	251970	254043	+	2074	190119
YNL208W	chrXIV	254092	255128	+	1037	7220
YNL207W	chrXIV	255228	257302	+	2075	3162
YNL206C	chrXIV	256536	258192	-	1657	1581
YNL205C	chrXIV	258155	258577	-	423	4
YNL204C	chrXIV	258375	259277	-	903	317
YNL203C	chrXIV	259439	260050	-	612	17
YNL202W	chrXIV	259500	260961	+	1462	154
YNL201C	chrXIV	260432	263464	-	3033	5645
YNL200C	chrXIV	263576	264612	-	1037	1035
YNL199C	chrXIV	264749	266669	-	1921	2413
YNL198C	chrXIV	266514	266816	-	303	0
YNL197C	chrXIV	266916	269963	-	3048	5031
YNL196C	chrXIV	270275	271171	-	897	152
YNL195C	chrXIV	271523	272308	-	786	283
YNL194C	chrXIV	272710	273615	-	906	291
YNL193W	chrXIV	274315	276166	+	1852	2032
YNL192W	chrXIV	276354	280086	+	3733	10421
YNL191W	chrXIV	280332	281626	+	1295	1824
YNL190W	chrXIV	282153	283858	+	1706	17373
YNL189W	chrXIV	284055	286157	+	2103	15215
YNL188W	chrXIV	286171	287631	+	1461	915
YNL187W	chrXIV	287764	289451	+	1688	808
YNL186W	chrXIV	289282	292153	+	2872	6564
YNL185C	chrXIV	291909	292772	-	864	1064
YNL184C	chrXIV	292557	292883	-	327	0
YNL183C	chrXIV	293015	295706	-	2692	2427
YNL182C	chrXIV	295875	298136	-	2262	5808
YNL181W	chrXIV	298228	299681	+	1454	2571
YNL180C	chrXIV	299563	300914	-	1352	1922
YNL179C	chrXIV	300666	301103	-	438	42
YNL178W	chrXIV	302651	304664	+	2014	89873
YNL177C	chrXIV	303364	304668	-	1305	0
YNL176C	chrXIV	304807	307169	-	2363	2159
YNL175C	chrXIV	307196	308716	-	1521	2709
YNL174W	chrXIV	308074	308646	+	573	0
YNL173C	chrXIV	308734	310284	-	1551	1772
YNL172W	chrXIV	310636	315882	+	5247	3595
YNL171C	chrXIV	315629	315997	-	369	0
YNL170W	chrXIV	315978	316373	+	396	0
YNL169C	chrXIV	316052	318504	-	2453	2104
YNL168C	chrXIV	317333	319201	-	1869	939
YNL167C	chrXIV	319191	321746	-	2556	2268
YNL166C	chrXIV	322099	323639	-	1541	1881
YNL165W	chrXIV	323706	325281	+	1576	1003
YNL164C	chrXIV	324922	326505	-	1584	840
YNL163C	chrXIV	326611	330179	-	3569	8156
YNL162W-A	chrXIV	330304	331022	+	719	67
YNL162W	chrXIV	330499	332295	+	1797	22512
YNL161W	chrXIV	332457	335333	+	2877	4336
YNL160W	chrXIV	336397	338149	+	1753	5085
YNL159C	chrXIV	337687	339400	-	1714	1536
YNL158W	chrXIV	339612	340208	+	597	0
YNL157W	chrXIV	339614	341088	+	1475	2050
YNL156C	chrXIV	340853	342186	-	1334	1466
YNL155C-A	chrXIV	341911	342135	-	225	0
YNL155W	chrXIV	342364	343550	+	1187	2597
YNL154C	chrXIV	343372	345509	-	2138	7514
YNL153C	chrXIV	345368	346645	-	1278	663
YNL152W	chrXIV	345772	347864	+	2093	701
YNL151C	chrXIV	347544	348590	-	1047	1381
YNL150W	chrXIV	349251	349658	+	408	0
YNL149C	chrXIV	348967	350402	-	1436	29
YNL148C	chrXIV	349744	351473	-	1730	46
YNL147W	chrXIV	350573	351431	+	859	0
YNL146C-A	chrXIV	351335	352047	-	713	0
YNL146W	chrXIV	351432	352327	+	896	21
YNL145W	chrXIV	352261	352705	+	445	11235
YNL144C	chrXIV	352757	355157	-	2401	1156
YNL144W-A	chrXIV	353061	353144	+	84	0
YNL143C	chrXIV	356794	357186	-	393	72
YNL142W	chrXIV	357118	359041	+	1924	639
YNL141W	chrXIV	359511	360758	+	1248	5603
YNL140C	chrXIV	360418	364805	-	4388	104
YNL139C	chrXIV	360924	365717	-	4794	1786
YNL138W-A	chrXIV	365950	366655	+	706	408
YNL138W	chrXIV	366710	368544	+	1835	11406
YNL137C	chrXIV	368320	370161	-	1842	3731
YNL136W	chrXIV	370300	371829	+	1530	298
YNL135C	chrXIV	370835	372265	-	1431	13933
YNL134C	chrXIV	372398	374000	-	1603	8831
YNL133C	chrXIV	374051	374800	-	750	269
YNL132W	chrXIV	375230	378638	+	3409	16491
YNL131W	chrXIV	378687	379602	+	916	6205
YNL130C	chrXIV	379236	381212	-	1977	4230
YNL130C-A	chrXIV	381226	382164	-	939	0
YNL129W	chrXIV	381310	382559	+	1250	79
YNL128W	chrXIV	382359	383663	+	1305	141
YNL127W	chrXIV	383889	387007	+	3119	2533
YNL126W	chrXIV	387227	389893	+	2667	2400
YNL125C	chrXIV	390029	392379	-	2351	1464
YNL124W	chrXIV	392700	394680	+	1981	2255
YNL123W	chrXIV	394654	397793	+	3140	11588
YNL122C	chrXIV	397688	398373	-	686	797
YNL121C	chrXIV	398441	400598	-	2158	15327
YNL120C	chrXIV	401033	401518	-	486	0
YNL119W	chrXIV	400820	402655	+	1836	1795
YNL118C	chrXIV	402485	405640	-	3156	5553
YNL117W	chrXIV	406358	408022	+	1665	170
YNL116W	chrXIV	408280	410072	+	1793	773
YNL115C	chrXIV	409515	412291	-	2777	0
YNL114C	chrXIV	412203	413262	-	1060	0
YNL113W	chrXIV	409608	413378	+	3771	20
YNL112W	chrXIV	413533	416793	+	3261	26975
YNL111C	chrXIV	416634	418237	-	1604	1792
YNL110C	chrXIV	417352	418537	-	1186	781
YNL109W	chrXIV	418869	419885	+	1017	0
YNL108C	chrXIV	418853	420187	-	1335	0
YNL107W	chrXIV	419865	421009	+	1145	524
YNL106C	chrXIV	420748	424594	-	3847	1925
YNL105W	chrXIV	424155	424583	+	429	0
YNL104C	chrXIV	424704	426941	-	2238	12834
YNL103W-A	chrXIV	426070	427110	+	1041	0
YNL103W	chrXIV	426900	429839	+	2940	3032
YNL102W	chrXIV	430087	434493	+	4407	7418
YNL101W	chrXIV	434786	437423	+	2638	4662
YNL100W	chrXIV	437495	438433	+	939	1144
YNL099C	chrXIV	438182	439307	-	1126	2154
YNL098C	chrXIV	439485	440911	-	1427	5148
YNL097C-B	chrXIV	440797	440919	-	123	0
YNL097C	chrXIV	441186	442497	-	1312	454
YNL097W-A	chrXIV	441356	441855	+	500	0
YNL096C	chrXIV	443183	444426	-	1244	19329
YNL095C	chrXIV	444618	447083	-	2466	2671
YNL094W	chrXIV	447338	449577	+	2240	3499
YNL093W	chrXIV	449608	450805	+	1198	81
YNL092W	chrXIV	450787	452296	+	1510	256
YNL091W	chrXIV	452261	456226	+	3966	6201
YNL090W	chrXIV	456392	457582	+	1191	650
YNL089C	chrXIV	456693	457169	-	477	0
YNL088W	chrXIV	457704	461990	+	4287	9410
YNL087W	chrXIV	461175	466152	+	4978	23147
YNL086W	chrXIV	466237	467120	+	884	471
YNL085W	chrXIV	466813	469930	+	3118	24749
YNL084C	chrXIV	469804	471171	-	1368	3747
YNL083W	chrXIV	471343	473200	+	1858	1093
YNL082W	chrXIV	473333	476103	+	2771	1680
YNL081C	chrXIV	476002	476874	-	873	1820
YNL080C	chrXIV	476806	478439	-	1634	2233
YNL079C	chrXIV	478090	479218	-	1129	10443
YNL078W	chrXIV	479500	481260	+	1761	4726
YNL077W	chrXIV	481257	483064	+	1808	1328
YNL076W	chrXIV	483284	485392	+	2109	1717
YNL075W	chrXIV	485516	486761	+	1246	2168
YNL074C	chrXIV	486281	488190	-	1910	2845
YNL073W	chrXIV	488344	490227	+	1884	3306
YNL072W	chrXIV	490223	491330	+	1108	1122
YNL071W	chrXIV	491389	493419	+	2031	17343
YNL070W	chrXIV	493249	493911	+	663	449
YNL069C	chrXIV	493571	495040	-	1470	78597
YNL068C	chrXIV	495014	498542	-	3529	3110
YNL067W-A	chrXIV	498482	499148	+	667	35
YNL067W-B	chrXIV	499417	499557	+	141	2
YNL067W	chrXIV	499572	500666	+	1095	15999
YNL066W	chrXIV	500913	501502	+	590	864
YNL065W	chrXIV	503631	505811	+	2181	8648
YNL064C	chrXIV	505502	507348	-	1847	23686
YNL063W	chrXIV	507577	509022	+	1446	480
YNL062C	chrXIV	508393	510255	-	1863	3644
YNL061W	chrXIV	510499	512545	+	2047	12045
YNL059C	chrXIV	512518	514969	-	2452	4375
YNL058C	chrXIV	515026	516742	-	1717	1396
YNL057W	chrXIV	516403	516735	+	333	0
YNL056W	chrXIV	517027	518016	+	990	1097
YNL055C	chrXIV	517861	519208	-	1348	16752
YNL054W	chrXIV	526086	529583	+	3498	3308
YNL053W	chrXIV	529783	531556	+	1774	2068
YNL052W	chrXIV	531691	532554	+	864	3313
YNL051W	chrXIV	532659	534044	+	1386	1249
YNL050C	chrXIV	533928	535042	-	1115	839
YNL049C	chrXIV	535092	537953	-	2862	6651
YNL048W	chrXIV	538107	539936	+	1830	3219
YNL047C	chrXIV	539821	542052	-	2232	1555
YNL046W	chrXIV	542062	542992	+	931	1219
YNL045W	chrXIV	542921	545183	+	2263	5656
YNL044W	chrXIV	545178	546203	+	1026	4
YNL043C	chrXIV	544956	546045	-	1090	0
YNL042W-B	chrXIV	547113	547370	+	258	38
YNL042W	chrXIV	547335	549410	+	2076	830
YNL041C	chrXIV	549219	552042	-	2824	3219
YNL040C-A	chrXIV	552478	552558	-	81	91
YNL040W	chrXIV	553335	555139	+	1805	2366
YNL039W	chrXIV	555001	557025	+	2025	1920
YNL038W	chrXIV	556952	557908	+	957	1027
YNL037C	chrXIV	557670	559223	-	1554	5744
YNL036W	chrXIV	559319	560637	+	1319	1549
YNL035C	chrXIV	568308	569772	-	1465	2737
YNL034W	chrXIV	570477	572315	+	1839	231
YNL033W	chrXIV	572975	573961	+	987	348
YNL032W	chrXIV	574366	576675	+	2310	1404
YNL031C	chrXIV	575206	577114	-	1909	0
YNL030W	chrXIV	575466	577214	+	1749	0
YNL029C	chrXIV	577087	578850	-	1764	1411
YNL028W	chrXIV	578679	578996	+	318	2
YNL027W	chrXIV	579475	581721	+	2247	2483
YNL026W	chrXIV	581864	583754	+	1891	1616
YNL025C	chrXIV	582887	585318	-	2432	1120
YNL024C-A	chrXIV	586078	586902	-	825	1833
YNL024C	chrXIV	586925	587951	-	1027	520
YNL023C	chrXIV	587910	591209	-	3300	4720
YNL022C	chrXIV	591267	592936	-	1670	3449
YNL021W	chrXIV	593157	595581	+	2425	3336
YNL020C	chrXIV	595342	597667	-	2326	1994
YNL019C	chrXIV	598376	599230	-	855	440
YNL018C	chrXIV	599936	601774	-	1839	213
YNL017C	chrXIV	602138	602476	-	339	15
YNL016W	chrXIV	602821	605046	+	2226	20378
YNL015W	chrXIV	605349	605699	+	351	1004
YNL014W	chrXIV	606319	609453	+	3135	443
YNL013C	chrXIV	609133	609510	-	378	0
YNL012W	chrXIV	609686	611665	+	1980	509
YNL011C	chrXIV	611755	613431	-	1677	975
YNL010W	chrXIV	613587	614617	+	1031	9389
YNL009W	chrXIV	614712	616928	+	2217	298
YNL008C	chrXIV	616172	618289	-	2118	1150
YNL007C	chrXIV	618084	619706	-	1623	9487
YNL006W	chrXIV	619997	621547	+	1551	1956
YNL005C	chrXIV	621018	622957	-	1940	2346
YNL004W	chrXIV	622883	624891	+	2009	565
YNL003C	chrXIV	623668	625870	-	2203	1389
YNL002C	chrXIV	625922	627190	-	1269	6536
YNL001W	chrXIV	627373	628742	+	1370	2275
YNR001C	chrXIV	629416	631288	-	1873	6196
YNR001W-A	chrXIV	631206	631806	+	601	16
YNR002C	chrXIV	632860	634096	-	1237	328
YNR003C	chrXIV	633872	635349	-	1478	1745
YNR003W-A	chrXIV	634420	634518	+	99	0
YNR004W	chrXIV	635462	636797	+	1336	621
YNR005C	chrXIV	636931	637335	-	405	0
YNR006W	chrXIV	636924	639006	+	2083	1241
YNR007C	chrXIV	638834	640200	-	1367	560
YNR008W	chrXIV	640314	642675	+	2362	3127
YNR009W	chrXIV	642146	643602	+	1457	154
YNR010W	chrXIV	642880	644310	+	1431	264
YNR011C	chrXIV	644131	646968	-	2838	2204
YNR012W	chrXIV	647222	649017	+	1796	2905
YNR013C	chrXIV	648930	651809	-	2880	6121
YNR014W	chrXIV	652377	653275	+	899	535
YNR015W	chrXIV	653353	654653	+	1301	2847
YNR016C	chrXIV	654673	661374	-	6702	120085
YNR017W	chrXIV	662311	663828	+	1518	3609
YNR018W	chrXIV	663877	665246	+	1370	4647
YNR019W	chrXIV	665339	667267	+	1929	4823
YNR020C	chrXIV	667410	668222	-	813	668
YNR021W	chrXIV	668345	670076	+	1732	10126
YNR022C	chrXIV	669501	670373	-	873	117
YNR023W	chrXIV	670362	672241	+	1880	1517
YNR024W	chrXIV	672364	673164	+	801	224
YNR025C	chrXIV	672702	673061	-	360	0
YNR026C	chrXIV	672931	674748	-	1818	2217
YNR027W	chrXIV	674717	676137	+	1421	1458
YNR028W	chrXIV	676099	677276	+	1178	1996
YNR029C	chrXIV	676972	678520	-	1549	1572
YNR030W	chrXIV	678722	680691	+	1970	5585
YNR031C	chrXIV	680694	685433	-	4740	6189
YNR032W	chrXIV	685866	687333	+	1468	991
YNR032C-A	chrXIV	686550	687501	-	952	0
YNR033W	chrXIV	687318	690067	+	2750	4596
YNR034W	chrXIV	690194	691568	+	1375	786
YNR034W-A	chrXIV	691837	692967	+	1131	150
YNR035C	chrXIV	692856	694088	-	1233	5056
YNR036C	chrXIV	694041	694832	-	792	3150
YNR037C	chrXIV	694861	695384	-	524	970
YNR038W	chrXIV	695550	697632	+	2083	5815
YNR039C	chrXIV	697543	699478	-	1936	1894
YNR040W	chrXIV	699663	700635	+	973	815
YNR041C	chrXIV	700483	701945	-	1463	83
YNR042W	chrXIV	700867	701752	+	886	0
YNR043W	chrXIV	701848	703628	+	1781	11373
YNR044W	chrXIV	703549	705951	+	2403	4469
YNR045W	chrXIV	706077	707721	+	1645	532
YNR046W	chrXIV	706897	708337	+	1441	3511
YNR047W	chrXIV	708458	711463	+	3006	4625
YNR048W	chrXIV	711571	713050	+	1480	1462
YNR049C	chrXIV	712857	714641	-	1785	863
YNR050C	chrXIV	713936	715935	-	2000	4166
YNR051C	chrXIV	716324	719076	-	2753	9556
YNR052C	chrXIV	719244	720784	-	1541	3829
YNR053C	chrXIV	720889	723172	-	2284	27936
YNR054C	chrXIV	723092	724346	-	1255	1676
YNR055C	chrXIV	727845	730644	-	2800	5484
YNR056C	chrXIV	731494	733836	-	2343	434
YNR057C	chrXIV	733247	734213	-	967	41
YNR058W	chrXIV	734291	735733	+	1443	300
YNR059W	chrXIV	736696	738756	+	2061	1615
YNR060W	chrXIV	739951	742110	+	2160	866
YNR061C	chrXIV	742338	743632	-	1295	3367
YNR062C	chrXIV	744360	745343	-	984	416
YNR063W	chrXIV	746943	748766	+	1824	797
YNR064C	chrXIV	748854	750071	-	1218	445
YNR065C	chrXIV	750350	753700	-	3351	2337
YNR066C	chrXIV	753725	755035	-	1311	670
YNR067C	chrXIV	755648	759149	-	3502	18740
YNR068C	chrXIV	759807	762283	-	2477	296
YNR069C	chrXIV	761123	762592	-	1470	73
YNR070W	chrXIV	765375	769376	+	4002	1147
YNR071C	chrXIV	770310	771856	-	1547	254
YNR072W	chrXIV	772657	774351	+	1695	297
YNR073C	chrXIV	774660	776363	-	1704	169
YNR074C	chrXIV	777515	778889	-	1375	1639
YNR075W	chrXIV	779916	781040	+	1125	0
YNR075C-A	chrXIV	781511	781603	-	93	0
YNR076W	chrXIV	779917	782416	+	2500	599
YNR077C	chrXIV	783287	783541	-	255	0
YOL166W-A	chrXV	585	740	+	156	0
YOL166C	chrXV	1000	1338	-	339	0
YOL165C	chrXV	1647	2078	-	432	12
YOL164W-A	chrXV	4130	4312	+	183	11
YOL164W	chrXV	5924	8205	+	2282	1479
YOL163W	chrXV	9304	10451	+	1148	133
YOL162W	chrXV	10043	10887	+	845	10
YOL161C	chrXV	11549	11911	-	363	3
YOL160W	chrXV	14011	14691	+	681	33
YOL159C-A	chrXV	14562	15624	-	1063	509
YOL159C	chrXV	16719	18026	-	1308	765
YOL158C	chrXV	19090	21654	-	2565	5171
YOL157C	chrXV	22457	24484	-	2028	351
YOL156W	chrXV	25273	26976	+	1704	376
YOL155W-A	chrXV	27084	27218	+	135	86
YOL155C	chrXV	28579	31660	-	3082	10049
YOL154W	chrXV	33522	35531	+	2010	667
YOL152W	chrXV	40702	42735	+	2034	2582
YOL151W	chrXV	43646	44868	+	1223	4796
YOL150C	chrXV	44473	44784	-	312	0
YOL149W	chrXV	44938	45633	+	696	1458
YOL148C	chrXV	45760	47574	-	1815	1918
YOL147C	chrXV	47735	48688	-	954	1180
YOL146W	chrXV	48840	49556	+	717	978
YOL145C	chrXV	49555	52788	-	3234	7566
YOL144W	chrXV	53002	54613	+	1612	1288
YOL143C	chrXV	54522	55354	-	833	6682
YOL142W	chrXV	55412	56349	+	938	2626
YOL141W	chrXV	56414	59197	+	2784	61
YOL140W	chrXV	56630	60124	+	3495	1334
YOL139C	chrXV	60238	61153	-	916	21631
YOL138C	chrXV	61277	65402	-	4126	2695
YOL137W	chrXV	65511	67416	+	1906	1509
YOL136C	chrXV	67201	69024	-	1824	5588
YOL135C	chrXV	69210	70104	-	895	35
YOL134C	chrXV	70156	70545	-	390	0
YOL133W	chrXV	69402	71059	+	1658	932
YOL132W	chrXV	71300	72715	+	1416	141
YOL131W	chrXV	73031	73357	+	327	42
YOL130W	chrXV	74104	77351	+	3248	6173
YOL129W	chrXV	77505	78322	+	818	3543
YOL128C	chrXV	78199	79843	-	1645	888
YOL127W	chrXV	80134	81405	+	1272	56233
YOL126C	chrXV	81548	83152	-	1605	5538
YOL125W	chrXV	83520	85457	+	1938	2195
YOL124C	chrXV	85172	86804	-	1633	3892
YOL123W	chrXV	87464	89596	+	2133	9975
YOL122C	chrXV	89489	91557	-	2069	2887
YOL121C	chrXV	91836	93609	-	1774	19509
YOL120C	chrXV	93042	94449	-	1408	33088
YOL119C	chrXV	94709	96864	-	2156	2205
YOL118C	chrXV	96576	97385	-	810	433
YOL117W	chrXV	97551	99488	+	1938	575
YOL116W	chrXV	99557	101254	+	1698	1709
YOL115W	chrXV	101405	103355	+	1951	1735
YOL114C	chrXV	102833	104276	-	1444	147
YOL113W	chrXV	104040	106389	+	2350	1385
YOL112W	chrXV	106426	108267	+	1842	1247
YOL111C	chrXV	108176	109179	-	1004	1880
YOL110W	chrXV	109126	110309	+	1184	486
YOL109W	chrXV	110176	110792	+	617	19174
YOL108C	chrXV	111199	112006	-	808	376
YOL107W	chrXV	112045	113554	+	1510	534
YOL106W	chrXV	112813	113672	+	860	0
YOL105C	chrXV	114009	116126	-	2118	1020
YOL104C	chrXV	115975	117511	-	1537	1897
YOL103W	chrXV	123790	126030	+	2241	5370
YOL102C	chrXV	125870	126712	-	843	1005
YOL101C	chrXV	126873	127987	-	1115	1539
YOL100W	chrXV	129237	132482	+	3246	1403
YOL099C	chrXV	132017	132508	-	492	0
YOL098C	chrXV	132449	135931	-	3483	15110
YOL097W-A	chrXV	135837	136548	+	712	25
YOL097C	chrXV	136162	137860	-	1699	12712
YOL096C	chrXV	137940	139105	-	1166	897
YOL095C	chrXV	139143	141380	-	2238	752
YOL094C	chrXV	141352	142612	-	1261	3
YOL093W	chrXV	141518	143759	+	2242	311
YOL092W	chrXV	143028	145323	+	2296	4223
YOL091W	chrXV	145334	147163	+	1830	128
YOL090W	chrXV	147278	150358	+	3081	5127
YOL089C	chrXV	150226	153552	-	3327	2312
YOL088C	chrXV	153655	154817	-	1163	2629
YOL087C	chrXV	155152	158918	-	3767	5043
YOL086W-A	chrXV	159116	159615	+	500	393
YOL086C	chrXV	159455	161697	-	2243	322496
YOL085W-A	chrXV	160785	162238	+	1454	2
YOL085C	chrXV	161673	162014	-	342	0
YOL084W	chrXV	162356	165331	+	2976	280
YOL083W	chrXV	165483	167037	+	1555	123
YOL083C-A	chrXV	166266	167006	-	741	0
YOL082W	chrXV	168381	170080	+	1700	1786
YOL081W	chrXV	171070	180309	+	9240	23494
YOL080C	chrXV	180285	181471	-	1187	1287
YOL079W	chrXV	181057	181455	+	399	0
YOL078W	chrXV	181633	185245	+	3613	2319
YOL077W-A	chrXV	185388	185920	+	533	474
YOL077C	chrXV	185578	186804	-	1227	6832
YOL076W	chrXV	186993	190223	+	3231	5654
YOL075C	chrXV	189658	193542	-	3885	2545
YOL073C	chrXV	193742	194851	-	1110	1639
YOL072W	chrXV	194948	196471	+	1524	1085
YOL071W	chrXV	196351	197157	+	807	641
YOL070C	chrXV	197008	198753	-	1746	2271
YOL069W	chrXV	198925	200463	+	1539	887
YOL068C	chrXV	200147	202509	-	2363	814
YOL067C	chrXV	200933	202570	-	1638	4
YOL066C	chrXV	202626	204807	-	2182	1672
YOL065C	chrXV	204421	205944	-	1524	1034
YOL064C	chrXV	205959	207268	-	1310	3179
YOL063C	chrXV	207334	210338	-	3005	3398
YOL062C	chrXV	210356	212015	-	1660	3866
YOL061W	chrXV	212192	213946	+	1755	11392
YOL060C	chrXV	213730	216207	-	2478	3180
YOL059W	chrXV	217076	218757	+	1682	6534
YOL058W	chrXV	219139	220684	+	1546	1438
YOL057W	chrXV	220703	223127	+	2425	7741
YOL056W	chrXV	223143	224349	+	1207	1587
YOL055C	chrXV	224361	226348	-	1988	1140
